typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
52426,1950,Svipul In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2392,None,None,0
52427,1950,Muninn In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2072,None,None,0
52428,1950,Loki In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2373,None,None,0
52429,1950,Hurricane In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,1959,None,None,0
52430,1950,Hurricane Fleet Issue In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2103,None,None,0
52431,1950,Sleipnir In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2107,None,None,0
52432,1950,Vargur In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2027,None,None,0
52433,1950,Naglfar In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,1983,None,None,0
52434,1950,Hel In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,1977,None,None,0
52435,1950,Thorax Federal Police SKIN,"The federal Gallente Police Directorate traces its roots back to the original planet-wide police service of the Gallente Union on Luminaire. The Gallente Union Police & Public Safety Service (GUPPSS) was intended to operate as an ""all union service"", with its officers recruited and trained by the federal government of the Gallente Union. While retaining basic membership of the GUPPSS, and with some serving as federal police, most officers served in distinct units under the political oversight of member states.

The concept broke down as the Gallente Union expanded throughout space and evolved into the modern day Gallente Federation. As outlying systems, planets and colonies chose to wholly organize their own police forces, the ""Guppies"" were increasingly seen as an anachronism by the heavily-populated and powerful member states of Luminaire.

Ultimately, the homeworld states followed the example of the sovereign polities of the Gallente Federation and set up entirely independent police forces. The Gallente Union Police & Publice Safety Service became the Gallente Police Directorate, and found a new lease of life as a police force operating across Federation space with jurisdiction over federal domains. Detractors of this service still refer to it by the old nickname of ""Guppies"".",0E-10,0.0100000000,0E-10,1,8,None,1,1992,None,None,0
